file_name,rows,columns
saq_bluesky_npl_20220830_20230404_inv_tbe.csv,93,3
saq_bluesky_bgd_20211001_20230430_inv_tbe.csv,7,3
saq_bluesky_dku_20210715_20230131_inv_tbe.csv,10,3
