"","sitename","date","pm25count","pm25","latitude","longitude"
"3196","43. Rajshahi, Thakurmara2",2022-09-01 18:00:00,4,19.5,24.3955383,88.5699585
"3197","43. Rajshahi, Thakurmara2",2022-09-01 19:00:00,4,29.25,24.3955383,88.5699585
"3198","43. Rajshahi, Thakurmara2",2022-09-01 20:00:00,4,45.5,24.3955383,88.5699585
"3199","43. Rajshahi, Thakurmara2",2022-09-01 21:00:00,4,28.75,24.3955383,88.5699585
"3200","43. Rajshahi, Thakurmara2",2022-09-01 22:00:00,4,25.5,24.3955383,88.5699585
"3201","43. Rajshahi, Thakurmara2",2022-09-01 23:00:00,4,23.5,24.3955383,88.5699585
"3202","43. Rajshahi, Thakurmara2",2022-09-02 00:00:00,4,22.5,24.3955383,88.5699585
"3203","43. Rajshahi, Thakurmara2",2022-09-02 01:00:00,4,12.75,24.3955383,88.5699585
"3204","43. Rajshahi, Thakurmara2",2022-09-02 02:00:00,4,9.25,24.3955383,88.5699585
"3205","43. Rajshahi, Thakurmara2",2022-09-02 03:00:00,3,9,24.3955383,88.5699585
"3206","43. Rajshahi, Thakurmara2",2022-09-02 04:00:00,4,9,24.3955383,88.5699585
"3207","43. Rajshahi, Thakurmara2",2022-09-02 05:00:00,4,9.75,24.3955383,88.5699585
"3208","43. Rajshahi, Thakurmara2",2022-09-02 06:00:00,4,11.75,24.3955383,88.5699585
"3209","43. Rajshahi, Thakurmara2",2022-09-02 07:00:00,4,12.75,24.3955383,88.5699585
"3210","43. Rajshahi, Thakurmara2",2022-09-02 08:00:00,4,15.25,24.3955383,88.5699585
"3211","43. Rajshahi, Thakurmara2",2022-09-02 09:00:00,4,17,24.3955383,88.5699585
"3212","43. Rajshahi, Thakurmara2",2022-09-02 10:00:00,4,17.5,24.3955383,88.5699585
"3213","43. Rajshahi, Thakurmara2",2022-09-02 11:00:00,4,23.25,24.3955383,88.5699585
"3214","43. Rajshahi, Thakurmara2",2022-09-02 12:00:00,4,39.5,24.3955383,88.5699585
"3215","43. Rajshahi, Thakurmara2",2022-09-02 13:00:00,4,46.25,24.3955383,88.5699585
"3216","43. Rajshahi, Thakurmara2",2022-09-02 14:00:00,4,43,24.3955383,88.5699585
"3217","43. Rajshahi, Thakurmara2",2022-09-02 15:00:00,1,38,24.3955383,88.5699585
"3218","43. Rajshahi, Thakurmara2",2022-09-02 16:00:00,4,22.75,24.3955383,88.5699585
"3219","43. Rajshahi, Thakurmara2",2022-09-02 17:00:00,4,16.75,24.3955383,88.5699585
"3220","43. Rajshahi, Thakurmara2",2022-09-02 18:00:00,4,13.75,24.3955383,88.5699585
"3221","43. Rajshahi, Thakurmara2",2022-09-02 19:00:00,4,43,24.3955383,88.5699585
"3222","43. Rajshahi, Thakurmara2",2022-09-02 20:00:00,4,32.5,24.3955383,88.5699585
"3223","43. Rajshahi, Thakurmara2",2022-09-02 21:00:00,4,31.5,24.3955383,88.5699585
"3224","43. Rajshahi, Thakurmara2",2022-09-02 22:00:00,4,28.25,24.3955383,88.5699585
"3225","43. Rajshahi, Thakurmara2",2022-09-02 23:00:00,4,27,24.3955383,88.5699585
"3226","43. Rajshahi, Thakurmara2",2022-09-03 00:00:00,4,28.5,24.3955383,88.5699585
"3227","43. Rajshahi, Thakurmara2",2022-09-03 01:00:00,4,29.75,24.3955383,88.5699585
"3228","43. Rajshahi, Thakurmara2",2022-09-03 02:00:00,4,31.25,24.3955383,88.5699585
"3229","43. Rajshahi, Thakurmara2",2022-09-03 03:00:00,4,32,24.3955383,88.5699585
"3230","43. Rajshahi, Thakurmara2",2022-09-03 04:00:00,4,32,24.3955383,88.5699585
"3231","43. Rajshahi, Thakurmara2",2022-09-03 05:00:00,4,32,24.3955383,88.5699585
"3232","43. Rajshahi, Thakurmara2",2022-09-03 06:00:00,4,32.5,24.3955383,88.5699585
"3233","43. Rajshahi, Thakurmara2",2022-09-03 07:00:00,4,33,24.3955383,88.5699585
"3234","43. Rajshahi, Thakurmara2",2022-09-03 08:00:00,1,35,24.3955383,88.5699585
"3235","43. Rajshahi, Thakurmara2",2022-09-03 09:00:00,1,43,24.3955383,88.5699585
"3236","43. Rajshahi, Thakurmara2",2022-09-03 10:00:00,4,39,24.3955383,88.5699585
"3237","43. Rajshahi, Thakurmara2",2022-09-03 11:00:00,4,40.5,24.3955383,88.5699585
"3238","43. Rajshahi, Thakurmara2",2022-09-03 12:00:00,4,44,24.3955383,88.5699585
"3239","43. Rajshahi, Thakurmara2",2022-09-03 13:00:00,2,35.5,24.3955383,88.5699585
"3240","43. Rajshahi, Thakurmara2",2022-09-03 14:00:00,4,38.25,24.3955383,88.5699585
"3241","43. Rajshahi, Thakurmara2",2022-09-03 15:00:00,4,40.5,24.3955383,88.5699585
"3242","43. Rajshahi, Thakurmara2",2022-09-03 16:00:00,3,42,24.3955383,88.5699585
"3243","43. Rajshahi, Thakurmara2",2022-09-03 17:00:00,4,46.75,24.3955383,88.5699585
"3244","43. Rajshahi, Thakurmara2",2022-09-03 18:00:00,4,23,24.3955383,88.5699585
"3245","43. Rajshahi, Thakurmara2",2022-09-03 19:00:00,4,25.5,24.3955383,88.5699585
"3246","43. Rajshahi, Thakurmara2",2022-09-03 20:00:00,1,28,24.3955383,88.5699585
"3247","43. Rajshahi, Thakurmara2",2022-09-03 21:00:00,4,20.5,24.3955383,88.5699585
"3248","43. Rajshahi, Thakurmara2",2022-09-03 22:00:00,4,14.5,24.3955383,88.5699585
"3249","43. Rajshahi, Thakurmara2",2022-09-03 23:00:00,4,14.75,24.3955383,88.5699585
"3250","43. Rajshahi, Thakurmara2",2022-09-04 00:00:00,4,16.75,24.3955383,88.5699585
"3251","43. Rajshahi, Thakurmara2",2022-09-04 01:00:00,4,16.75,24.3955383,88.5699585
"3252","43. Rajshahi, Thakurmara2",2022-09-04 02:00:00,4,15.25,24.3955383,88.5699585
"3253","43. Rajshahi, Thakurmara2",2022-09-04 03:00:00,4,13.75,24.3955383,88.5699585
"3254","43. Rajshahi, Thakurmara2",2022-09-04 04:00:00,4,13,24.3955383,88.5699585
"3255","43. Rajshahi, Thakurmara2",2022-09-04 05:00:00,4,14.25,24.3955383,88.5699585
"3256","43. Rajshahi, Thakurmara2",2022-09-04 06:00:00,4,14.5,24.3955383,88.5699585
"3257","43. Rajshahi, Thakurmara2",2022-09-04 07:00:00,4,17.25,24.3955383,88.5699585
"3258","43. Rajshahi, Thakurmara2",2022-09-04 08:00:00,4,24.25,24.3955383,88.5699585
"3259","43. Rajshahi, Thakurmara2",2022-09-04 09:00:00,3,27.6666666666667,24.3955383,88.5699585
"3260","43. Rajshahi, Thakurmara2",2022-09-04 10:00:00,1,34,24.3955383,88.5699585
"3261","43. Rajshahi, Thakurmara2",2022-09-04 11:00:00,3,57.3333333333333,24.3955383,88.5699585
"3262","43. Rajshahi, Thakurmara2",2022-09-04 12:00:00,4,63.25,24.3955383,88.5699585
"3263","43. Rajshahi, Thakurmara2",2022-09-04 13:00:00,3,46.3333333333333,24.3955383,88.5699585
"3264","43. Rajshahi, Thakurmara2",2022-09-04 14:00:00,4,44.75,24.3955383,88.5699585
"3265","43. Rajshahi, Thakurmara2",2022-09-04 15:00:00,4,48.25,24.3955383,88.5699585
"3266","43. Rajshahi, Thakurmara2",2022-09-04 16:00:00,4,59,24.3955383,88.5699585
"3267","43. Rajshahi, Thakurmara2",2022-09-04 17:00:00,4,44.25,24.3955383,88.5699585
"3268","43. Rajshahi, Thakurmara2",2022-09-04 18:00:00,4,48.25,24.3955383,88.5699585
"3269","43. Rajshahi, Thakurmara2",2022-09-04 19:00:00,4,57.25,24.3955383,88.5699585
"3270","43. Rajshahi, Thakurmara2",2022-09-04 20:00:00,2,69,24.3955383,88.5699585
"3271","43. Rajshahi, Thakurmara2",2022-09-04 21:00:00,NA,NA,NA,NA
"3272","43. Rajshahi, Thakurmara2",2022-09-04 22:00:00,3,62.3333333333333,24.3955383,88.5699585
"3273","43. Rajshahi, Thakurmara2",2022-09-04 23:00:00,2,64.5,24.3955383,88.5699585
"3274","43. Rajshahi, Thakurmara2",2022-09-05 00:00:00,4,57.25,24.3955383,88.5699585
"3275","43. Rajshahi, Thakurmara2",2022-09-05 01:00:00,4,58.5,24.3955383,88.5699585
"3276","43. Rajshahi, Thakurmara2",2022-09-05 02:00:00,4,52,24.3955383,88.5699585
"3277","43. Rajshahi, Thakurmara2",2022-09-05 03:00:00,4,47.5,24.3955383,88.5699585
"3278","43. Rajshahi, Thakurmara2",2022-09-05 04:00:00,4,45.5,24.3955383,88.5699585
"3279","43. Rajshahi, Thakurmara2",2022-09-05 05:00:00,4,44,24.3955383,88.5699585
"3280","43. Rajshahi, Thakurmara2",2022-09-05 06:00:00,4,46.75,24.3955383,88.5699585
"3281","43. Rajshahi, Thakurmara2",2022-09-05 07:00:00,4,59.75,24.3955383,88.5699585
"3282","43. Rajshahi, Thakurmara2",2022-09-05 08:00:00,4,86.75,24.3955383,88.5699585
"3283","43. Rajshahi, Thakurmara2",2022-09-05 09:00:00,4,65.25,24.3955383,88.5699585
"3284","43. Rajshahi, Thakurmara2",2022-09-05 10:00:00,4,152.75,24.3955383,88.5699585
"3285","43. Rajshahi, Thakurmara2",2022-09-05 11:00:00,4,68,24.3955383,88.5699585
"3286","43. Rajshahi, Thakurmara2",2022-09-05 12:00:00,2,59,24.3955383,88.5699585
"3287","43. Rajshahi, Thakurmara2",2022-09-05 13:00:00,4,65.25,24.3955383,88.5699585
"3288","43. Rajshahi, Thakurmara2",2022-09-05 14:00:00,4,60.75,24.3955383,88.5699585
"3289","43. Rajshahi, Thakurmara2",2022-09-05 15:00:00,4,52,24.3955383,88.5699585
"3290","43. Rajshahi, Thakurmara2",2022-09-05 16:00:00,4,50.25,24.3955383,88.5699585
"3291","43. Rajshahi, Thakurmara2",2022-09-05 17:00:00,4,43.5,24.3955383,88.5699585
"3292","43. Rajshahi, Thakurmara2",2022-09-05 18:00:00,4,36.75,24.3955383,88.5699585
"3293","43. Rajshahi, Thakurmara2",2022-09-05 19:00:00,4,39,24.3955383,88.5699585
"3294","43. Rajshahi, Thakurmara2",2022-09-05 20:00:00,4,44.25,24.3955383,88.5699585
"3295","43. Rajshahi, Thakurmara2",2022-09-05 21:00:00,4,58.25,24.3955383,88.5699585
"3296","43. Rajshahi, Thakurmara2",2022-09-05 22:00:00,4,36,24.3955383,88.5699585
"3297","43. Rajshahi, Thakurmara2",2022-09-05 23:00:00,3,29,24.3955383,88.5699585
"3298","43. Rajshahi, Thakurmara2",2022-09-06 00:00:00,4,24.5,24.3955383,88.5699585
"3299","43. Rajshahi, Thakurmara2",2022-09-06 01:00:00,4,21.5,24.3955383,88.5699585
"3300","43. Rajshahi, Thakurmara2",2022-09-06 02:00:00,4,23.25,24.3955383,88.5699585
"3301","43. Rajshahi, Thakurmara2",2022-09-06 03:00:00,4,26.75,24.3955383,88.5699585
"3302","43. Rajshahi, Thakurmara2",2022-09-06 04:00:00,4,25,24.3955383,88.5699585
"3303","43. Rajshahi, Thakurmara2",2022-09-06 05:00:00,4,23.5,24.3955383,88.5699585
"3304","43. Rajshahi, Thakurmara2",2022-09-06 06:00:00,4,26,24.3955383,88.5699585
"3305","43. Rajshahi, Thakurmara2",2022-09-06 07:00:00,4,28.5,24.3955383,88.5699585
"3306","43. Rajshahi, Thakurmara2",2022-09-06 08:00:00,4,60.75,24.3955383,88.5699585
"3307","43. Rajshahi, Thakurmara2",2022-09-06 09:00:00,2,46,24.3955383,88.5699585
"3308","43. Rajshahi, Thakurmara2",2022-09-06 10:00:00,1,38,24.3955383,88.5699585
"3309","43. Rajshahi, Thakurmara2",2022-09-06 11:00:00,NA,NA,NA,NA
"3310","43. Rajshahi, Thakurmara2",2022-09-06 12:00:00,4,192.25,24.3955383,88.5699585
"3311","43. Rajshahi, Thakurmara2",2022-09-06 13:00:00,4,66.75,24.3955383,88.5699585
"3312","43. Rajshahi, Thakurmara2",2022-09-06 14:00:00,4,37.5,24.3955383,88.5699585
"3313","43. Rajshahi, Thakurmara2",2022-09-06 15:00:00,4,37.75,24.3955383,88.5699585
"3314","43. Rajshahi, Thakurmara2",2022-09-06 16:00:00,2,34.5,24.3955383,88.5699585
"3315","43. Rajshahi, Thakurmara2",2022-09-06 17:00:00,4,27.25,24.3955383,88.5699585
"3316","43. Rajshahi, Thakurmara2",2022-09-06 18:00:00,4,48.5,24.3955383,88.5699585
"3317","43. Rajshahi, Thakurmara2",2022-09-06 19:00:00,4,99.75,24.3955383,88.5699585
"3318","43. Rajshahi, Thakurmara2",2022-09-06 20:00:00,4,56.75,24.3955383,88.5699585
"3319","43. Rajshahi, Thakurmara2",2022-09-06 21:00:00,4,52.5,24.3955383,88.5699585
"3320","43. Rajshahi, Thakurmara2",2022-09-06 22:00:00,4,45.25,24.3955383,88.5699585
"3321","43. Rajshahi, Thakurmara2",2022-09-06 23:00:00,4,38.75,24.3955383,88.5699585
"3322","43. Rajshahi, Thakurmara2",2022-09-07 00:00:00,4,33.75,24.3955383,88.5699585
"3323","43. Rajshahi, Thakurmara2",2022-09-07 01:00:00,4,28.75,24.3955383,88.5699585
"3324","43. Rajshahi, Thakurmara2",2022-09-07 02:00:00,4,27,24.3955383,88.5699585
"3325","43. Rajshahi, Thakurmara2",2022-09-07 03:00:00,4,25.5,24.3955383,88.5699585
"3326","43. Rajshahi, Thakurmara2",2022-09-07 04:00:00,4,23.5,24.3955383,88.5699585
"3327","43. Rajshahi, Thakurmara2",2022-09-07 05:00:00,4,24.25,24.3955383,88.5699585
"3328","43. Rajshahi, Thakurmara2",2022-09-07 06:00:00,4,25.25,24.3955383,88.5699585
"3329","43. Rajshahi, Thakurmara2",2022-09-07 07:00:00,4,38.25,24.3955383,88.5699585
"3330","43. Rajshahi, Thakurmara2",2022-09-07 08:00:00,4,75.75,24.3955383,88.5699585
"3331","43. Rajshahi, Thakurmara2",2022-09-07 09:00:00,4,53.75,24.3955383,88.5699585
"3332","43. Rajshahi, Thakurmara2",2022-09-07 10:00:00,4,47.25,24.3955383,88.5699585
"3333","43. Rajshahi, Thakurmara2",2022-09-07 11:00:00,4,45.5,24.3955383,88.5699585
"3334","43. Rajshahi, Thakurmara2",2022-09-07 12:00:00,4,57.25,24.3955383,88.5699585
"3335","43. Rajshahi, Thakurmara2",2022-09-07 13:00:00,4,50.25,24.3955383,88.5699585
"3336","43. Rajshahi, Thakurmara2",2022-09-07 14:00:00,4,42.5,24.3955383,88.5699585
"3337","43. Rajshahi, Thakurmara2",2022-09-07 15:00:00,4,31.5,24.3955383,88.5699585
"3338","43. Rajshahi, Thakurmara2",2022-09-07 16:00:00,4,32.25,24.3955383,88.5699585
"3339","43. Rajshahi, Thakurmara2",2022-09-07 17:00:00,4,34,24.3955383,88.5699585
"3340","43. Rajshahi, Thakurmara2",2022-09-07 18:00:00,4,34.25,24.3955383,88.5699585
"3341","43. Rajshahi, Thakurmara2",2022-09-07 19:00:00,4,52.75,24.3955383,88.5699585
"3342","43. Rajshahi, Thakurmara2",2022-09-07 20:00:00,4,43,24.3955383,88.5699585
"3343","43. Rajshahi, Thakurmara2",2022-09-07 21:00:00,4,77,24.3955383,88.5699585
"3344","43. Rajshahi, Thakurmara2",2022-09-07 22:00:00,4,70.75,24.3955383,88.5699585
"3345","43. Rajshahi, Thakurmara2",2022-09-07 23:00:00,3,50,24.3955383,88.5699585
"3346","43. Rajshahi, Thakurmara2",2022-09-08 00:00:00,4,47.25,24.3955383,88.5699585
"3347","43. Rajshahi, Thakurmara2",2022-09-08 01:00:00,4,45.25,24.3955383,88.5699585
"3348","43. Rajshahi, Thakurmara2",2022-09-08 02:00:00,4,41.75,24.3955383,88.5699585
"3349","43. Rajshahi, Thakurmara2",2022-09-08 03:00:00,4,40,24.3955383,88.5699585
"3350","43. Rajshahi, Thakurmara2",2022-09-08 04:00:00,4,38,24.3955383,88.5699585
"3351","43. Rajshahi, Thakurmara2",2022-09-08 05:00:00,4,34.75,24.3955383,88.5699585
"3352","43. Rajshahi, Thakurmara2",2022-09-08 06:00:00,4,33.25,24.3955383,88.5699585
"3353","43. Rajshahi, Thakurmara2",2022-09-08 07:00:00,4,38.25,24.3955383,88.5699585
"3354","43. Rajshahi, Thakurmara2",2022-09-08 08:00:00,4,97.75,24.3955383,88.5699585
"3355","43. Rajshahi, Thakurmara2",2022-09-08 09:00:00,4,40.5,24.3955383,88.5699585
"3356","43. Rajshahi, Thakurmara2",2022-09-08 10:00:00,4,35.25,24.3955383,88.5699585
"3357","43. Rajshahi, Thakurmara2",2022-09-08 11:00:00,4,25.25,24.3955383,88.5699585
"3358","43. Rajshahi, Thakurmara2",2022-09-08 12:00:00,4,18.75,24.3955383,88.5699585
"3359","43. Rajshahi, Thakurmara2",2022-09-08 13:00:00,4,15,24.3955383,88.5699585
"3360","43. Rajshahi, Thakurmara2",2022-09-08 14:00:00,4,17.25,24.3955383,88.5699585
"3361","43. Rajshahi, Thakurmara2",2022-09-08 15:00:00,4,11.75,24.3955383,88.5699585
"3362","43. Rajshahi, Thakurmara2",2022-09-08 16:00:00,1,11,24.3955383,88.5699585
"3363","43. Rajshahi, Thakurmara2",2022-09-08 17:00:00,4,9.5,24.3955383,88.5699585
"3364","43. Rajshahi, Thakurmara2",2022-09-08 18:00:00,4,14,24.3955383,88.5699585
"3365","43. Rajshahi, Thakurmara2",2022-09-08 19:00:00,4,20.5,24.3955383,88.5699585
"3366","43. Rajshahi, Thakurmara2",2022-09-08 20:00:00,4,23,24.3955383,88.5699585
"3367","43. Rajshahi, Thakurmara2",2022-09-08 21:00:00,4,38.25,24.3955383,88.5699585
"3368","43. Rajshahi, Thakurmara2",2022-09-08 22:00:00,4,34.25,24.3955383,88.5699585
"3369","43. Rajshahi, Thakurmara2",2022-09-08 23:00:00,4,24.5,24.3955383,88.5699585
"3370","43. Rajshahi, Thakurmara2",2022-09-09 00:00:00,4,19.5,24.3955383,88.5699585
"3371","43. Rajshahi, Thakurmara2",2022-09-09 01:00:00,4,18.5,24.3955383,88.5699585
"3372","43. Rajshahi, Thakurmara2",2022-09-09 02:00:00,4,19.75,24.3955383,88.5699585
"3373","43. Rajshahi, Thakurmara2",2022-09-09 03:00:00,4,20.75,24.3955383,88.5699585
"3374","43. Rajshahi, Thakurmara2",2022-09-09 04:00:00,4,19.5,24.3955383,88.5699585
"3375","43. Rajshahi, Thakurmara2",2022-09-09 05:00:00,4,17,24.3955383,88.5699585
"3376","43. Rajshahi, Thakurmara2",2022-09-09 06:00:00,4,17.25,24.3955383,88.5699585
"3377","43. Rajshahi, Thakurmara2",2022-09-09 07:00:00,4,20.25,24.3955383,88.5699585
"3378","43. Rajshahi, Thakurmara2",2022-09-09 08:00:00,4,32.5,24.3955383,88.5699585
"3379","43. Rajshahi, Thakurmara2",2022-09-09 09:00:00,4,34,24.3955383,88.5699585
"3380","43. Rajshahi, Thakurmara2",2022-09-09 10:00:00,3,26.3333333333333,24.3955383,88.5699585
"3381","43. Rajshahi, Thakurmara2",2022-09-09 11:00:00,3,34.6666666666667,24.3955383,88.5699585
"3382","43. Rajshahi, Thakurmara2",2022-09-09 12:00:00,4,35,24.3955383,88.5699585
"3383","43. Rajshahi, Thakurmara2",2022-09-09 13:00:00,4,36.25,24.3955383,88.5699585
"3384","43. Rajshahi, Thakurmara2",2022-09-09 14:00:00,4,19.5,24.3955383,88.5699585
"3385","43. Rajshahi, Thakurmara2",2022-09-09 15:00:00,4,15.5,24.3955383,88.5699585
"3386","43. Rajshahi, Thakurmara2",2022-09-09 16:00:00,4,13,24.3955383,88.5699585
"3387","43. Rajshahi, Thakurmara2",2022-09-09 17:00:00,4,14,24.3955383,88.5699585
"3388","43. Rajshahi, Thakurmara2",2022-09-09 18:00:00,3,15.6666666666667,24.3955383,88.5699585
"3389","43. Rajshahi, Thakurmara2",2022-09-09 19:00:00,2,29.5,24.3955383,88.5699585
"3390","43. Rajshahi, Thakurmara2",2022-09-09 20:00:00,3,23.6666666666667,24.3955383,88.5699585
"3391","43. Rajshahi, Thakurmara2",2022-09-09 21:00:00,4,20,24.3955383,88.5699585
"3392","43. Rajshahi, Thakurmara2",2022-09-09 22:00:00,3,19.6666666666667,24.3955383,88.5699585
"3393","43. Rajshahi, Thakurmara2",2022-09-09 23:00:00,4,21.75,24.3955383,88.5699585
"3394","43. Rajshahi, Thakurmara2",2022-09-10 00:00:00,4,19.5,24.3955383,88.5699585
"3395","43. Rajshahi, Thakurmara2",2022-09-10 01:00:00,4,18,24.3955383,88.5699585
"3396","43. Rajshahi, Thakurmara2",2022-09-10 02:00:00,4,16.75,24.3955383,88.5699585
"3397","43. Rajshahi, Thakurmara2",2022-09-10 03:00:00,4,15,24.3955383,88.5699585
"3398","43. Rajshahi, Thakurmara2",2022-09-10 04:00:00,4,13.25,24.3955383,88.5699585
"3399","43. Rajshahi, Thakurmara2",2022-09-10 05:00:00,4,14.75,24.3955383,88.5699585
"3400","43. Rajshahi, Thakurmara2",2022-09-10 06:00:00,4,15.75,24.3955383,88.5699585
"3401","43. Rajshahi, Thakurmara2",2022-09-10 07:00:00,4,19.5,24.3955383,88.5699585
"3402","43. Rajshahi, Thakurmara2",2022-09-10 08:00:00,4,24.5,24.3955383,88.5699585
"3403","43. Rajshahi, Thakurmara2",2022-09-10 09:00:00,4,24.5,24.3955383,88.5699585
"3404","43. Rajshahi, Thakurmara2",2022-09-10 10:00:00,4,26.75,24.3955383,88.5699585
"3405","43. Rajshahi, Thakurmara2",2022-09-10 11:00:00,4,20.5,24.3955383,88.5699585
"3406","43. Rajshahi, Thakurmara2",2022-09-10 12:00:00,4,31.5,24.3955383,88.5699585
"3407","43. Rajshahi, Thakurmara2",2022-09-10 13:00:00,4,41.25,24.3955383,88.5699585
"3408","43. Rajshahi, Thakurmara2",2022-09-10 14:00:00,4,25.25,24.3955383,88.5699585
"3409","43. Rajshahi, Thakurmara2",2022-09-10 15:00:00,4,17.25,24.3955383,88.5699585
"3410","43. Rajshahi, Thakurmara2",2022-09-10 16:00:00,4,18.25,24.3955383,88.5699585
"3411","43. Rajshahi, Thakurmara2",2022-09-10 17:00:00,4,15.5,24.3955383,88.5699585
"3412","43. Rajshahi, Thakurmara2",2022-09-10 18:00:00,4,30,24.3955383,88.5699585
"3413","43. Rajshahi, Thakurmara2",2022-09-10 19:00:00,4,16,24.3955383,88.5699585
"3414","43. Rajshahi, Thakurmara2",2022-09-10 20:00:00,3,10.6666666666667,24.3955383,88.5699585
"3415","43. Rajshahi, Thakurmara2",2022-09-10 21:00:00,4,10.75,24.3955383,88.5699585
"3416","43. Rajshahi, Thakurmara2",2022-09-10 22:00:00,4,12.25,24.3955383,88.5699585
"3417","43. Rajshahi, Thakurmara2",2022-09-10 23:00:00,4,14.5,24.3955383,88.5699585
"3418","43. Rajshahi, Thakurmara2",2022-09-11 00:00:00,4,13.75,24.3955383,88.5699585
"3419","43. Rajshahi, Thakurmara2",2022-09-11 01:00:00,4,13.5,24.3955383,88.5699585
"3420","43. Rajshahi, Thakurmara2",2022-09-11 02:00:00,4,13.75,24.3955383,88.5699585
"3421","43. Rajshahi, Thakurmara2",2022-09-11 03:00:00,4,13,24.3955383,88.5699585
"3422","43. Rajshahi, Thakurmara2",2022-09-11 04:00:00,4,12.75,24.3955383,88.5699585
"3423","43. Rajshahi, Thakurmara2",2022-09-11 05:00:00,4,15.25,24.3955383,88.5699585
"3424","43. Rajshahi, Thakurmara2",2022-09-11 06:00:00,4,9.25,24.3955383,88.5699585
"3425","43. Rajshahi, Thakurmara2",2022-09-11 07:00:00,4,7,24.3955383,88.5699585
"3426","43. Rajshahi, Thakurmara2",2022-09-11 08:00:00,4,9.25,24.3955383,88.5699585
"3427","43. Rajshahi, Thakurmara2",2022-09-11 09:00:00,4,9.75,24.3955383,88.5699585
"3428","43. Rajshahi, Thakurmara2",2022-09-11 10:00:00,4,8.25,24.3955383,88.5699585
"3429","43. Rajshahi, Thakurmara2",2022-09-11 11:00:00,4,7.75,24.3955383,88.5699585
"3430","43. Rajshahi, Thakurmara2",2022-09-11 12:00:00,4,29,24.3955383,88.5699585
"3431","43. Rajshahi, Thakurmara2",2022-09-11 13:00:00,4,20.5,24.3955383,88.5699585
"3432","43. Rajshahi, Thakurmara2",2022-09-11 14:00:00,4,8.25,24.3955383,88.5699585
"3433","43. Rajshahi, Thakurmara2",2022-09-11 15:00:00,2,3,24.3955383,88.5699585
"3434","43. Rajshahi, Thakurmara2",2022-09-11 16:00:00,NA,NA,NA,NA
"3435","43. Rajshahi, Thakurmara2",2022-09-11 17:00:00,NA,NA,NA,NA
"3436","43. Rajshahi, Thakurmara2",2022-09-11 18:00:00,1,10,24.3955383,88.5699585
"3437","43. Rajshahi, Thakurmara2",2022-09-11 19:00:00,4,61.75,24.3955383,88.5699585
"3438","43. Rajshahi, Thakurmara2",2022-09-11 20:00:00,4,11.25,24.3955383,88.5699585
"3439","43. Rajshahi, Thakurmara2",2022-09-11 21:00:00,4,7,24.3955383,88.5699585
"3440","43. Rajshahi, Thakurmara2",2022-09-11 22:00:00,4,6.25,24.3955383,88.5699585
"3441","43. Rajshahi, Thakurmara2",2022-09-11 23:00:00,4,7.75,24.3955383,88.5699585
"3442","43. Rajshahi, Thakurmara2",2022-09-12 00:00:00,4,7.25,24.3955383,88.5699585
"3443","43. Rajshahi, Thakurmara2",2022-09-12 01:00:00,4,5.5,24.3955383,88.5699585
"3444","43. Rajshahi, Thakurmara2",2022-09-12 02:00:00,4,4,24.3955383,88.5699585
"3445","43. Rajshahi, Thakurmara2",2022-09-12 03:00:00,4,4,24.3955383,88.5699585
"3446","43. Rajshahi, Thakurmara2",2022-09-12 04:00:00,2,3,24.3955383,88.5699585
"3447","43. Rajshahi, Thakurmara2",2022-09-12 05:00:00,NA,NA,NA,NA
"3448","43. Rajshahi, Thakurmara2",2022-09-12 06:00:00,2,5,24.3955383,88.5699585
"3449","43. Rajshahi, Thakurmara2",2022-09-12 07:00:00,2,5,24.3955383,88.5699585
"3450","43. Rajshahi, Thakurmara2",2022-09-12 08:00:00,4,27.5,24.3955383,88.5699585
"3451","43. Rajshahi, Thakurmara2",2022-09-12 09:00:00,4,7,24.3955383,88.5699585
"3452","43. Rajshahi, Thakurmara2",2022-09-12 10:00:00,4,28.25,24.3955383,88.5699585
"3453","43. Rajshahi, Thakurmara2",2022-09-12 11:00:00,4,135.25,24.3955383,88.5699585
"3454","43. Rajshahi, Thakurmara2",2022-09-12 12:00:00,4,41.5,24.3955383,88.5699585
"3455","43. Rajshahi, Thakurmara2",2022-09-12 13:00:00,1,21,24.3955383,88.5699585
"3456","43. Rajshahi, Thakurmara2",2022-09-12 14:00:00,NA,NA,NA,NA
"3457","43. Rajshahi, Thakurmara2",2022-09-12 15:00:00,3,3,24.3955383,88.5699585
"3458","43. Rajshahi, Thakurmara2",2022-09-12 16:00:00,4,2.5,24.3955383,88.5699585
"3459","43. Rajshahi, Thakurmara2",2022-09-12 17:00:00,4,2.75,24.3955383,88.5699585
"3460","43. Rajshahi, Thakurmara2",2022-09-12 18:00:00,4,4.5,24.3955383,88.5699585
"3461","43. Rajshahi, Thakurmara2",2022-09-12 19:00:00,4,7.5,24.3955383,88.5699585
"3462","43. Rajshahi, Thakurmara2",2022-09-12 20:00:00,4,8.75,24.3955383,88.5699585
"3463","43. Rajshahi, Thakurmara2",2022-09-12 21:00:00,4,8.25,24.3955383,88.5699585
"3464","43. Rajshahi, Thakurmara2",2022-09-12 22:00:00,4,8,24.3955383,88.5699585
"3465","43. Rajshahi, Thakurmara2",2022-09-12 23:00:00,4,8,24.3955383,88.5699585
"3466","43. Rajshahi, Thakurmara2",2022-09-13 00:00:00,4,7.5,24.3955383,88.5699585
